UUID,Concat,Concat_Tokenized
0958bab1-e256-4ccb-bd15-2d2d8ec0eaab,Stratford Intermediate60 St. Andrew St. School,"[""Stratford"", ""Intermediate"", ""60"", ""St."", ""Andrew"", ""St."", ""School""]"
8bbb7d3e-bc3a-42de-8e2a-386ebcedf46f,Upper Thames E S165 Frances St. RR#5 School,"[""Upper"", ""Thames"", ""E"", ""S"", ""165"", ""Frances"", ""St."", ""RR"", ""#"", ""5"", ""School""]"
8c954ecd-1ac6-4de2-a513-00a694fff42f,Beaver Valley Community S189 Bruce St School,"[""Beaver"", ""Valley"", ""Community"", ""S"", ""189"", ""Bruce"", ""St"", ""School""]"
948113e4-8d7e-4c3c-b2fa-880fda698a4c,Beavercrest Community S101 Main St E School,"[""Beavercrest"", ""Community"", ""S"", ""101"", ""Main"", ""St"", ""E"", ""School""]"
ad452b20-23bd-4548-9603-a3d8deecfd54,Bluewater Education Centre351 1st Ave North Administrative offices and related facilities,"[""Bluewater"", ""Education"", ""Centre"", ""351"", ""1"", ""st"", ""Ave"", ""North"", ""Administrative"", ""offices"", ""and"", ""related"", ""facilities""]"
d8bd62a7-45bd-47bd-b429-8444bac2f0db,Dawnview Public S149 12th Ave School,"[""Dawnview"", ""Public"", ""S"", ""149"", ""12"", ""th"", ""Ave"", ""School""]"
8c684ea9-f827-4cb6-a8e9-90daa5e32970,Dundalk & Proton Community S251 Young St School,"[""Dundalk"", ""&"", ""Proton"", ""Community"", ""S"", ""251"", ""Young"", ""St"", ""School""]"
228b2703-ef9c-4a11-bd6d-a23a9913f6c6,Dundalk Highpoint School351 Main St School,"[""Dundalk"", ""Highpoint"", ""School"", ""351"", ""Main"", ""St"", ""School""]"
eb059599-6258-45d6-98dd-5bb210d13aec,G C Huston P S61 Victoria St. N. School,"[""G"", ""C"", ""Huston"", ""P"", ""S"", ""61"", ""Victoria"", ""St."", ""N."", ""School""]"
050fa5fa-8269-4202-bb59-9b2472ee3dc1,Georgian Bay SS125 Eliza St School,"[""Georgian"", ""Bay"", ""SS"", ""125"", ""Eliza"", ""St"", ""School""]"
6496ed23-7589-4016-82d7-f4caa30f2b05,Grey Highlands SSHighway #10 School,"[""Grey"", ""Highlands"", ""SSHighway"", ""#"", ""10"", ""School""]"
4018c699-bb5a-4a9d-b695-119eeeccb6a0,Hillcrest Teeswater Central School31 Hillcrest St. W. School,"[""Hillcrest"", ""Teeswater"", ""Central"", ""School"", ""31"", ""Hillcrest"", ""St."", ""W."", ""School""]"
ed1489df-94d8-4f09-b5df-7ba1dd13aa61,Holland-Chatsworth Central S777346 Hwy. 10 School,"[""Holland-Chatsworth"", ""Central"", ""S"", ""777346"", ""Hwy."", ""10"", ""School""]"
a2a4fed5-807e-4afa-9688-b7bb238d5762,Huron Heights Public School785 Russell Street School,"[""Huron"", ""Heights"", ""Public"", ""School"", ""785"", ""Russell"", ""Street"", ""School""]"
ce04e571-f86d-4ef6-8258-ee7933e56590,Kincardine District SS885 Park Lane School,"[""Kincardine"", ""District"", ""SS"", ""885"", ""Park"", ""Lane"", ""School""]"
6b7afb90-86a6-4c90-9b79-5f23f72e149f,Kincardine Township-Tiverton PS1805 Hwy 21 School,"[""Kincardine"", ""Township-Tiverton"", ""PS"", ""1805"", ""Hwy"", ""21"", ""School""]"
4537f0a6-1a09-4d67-b43b-4ac61b83ff5f,Lucknow Central P SBox 208 Bob Street School,"[""Lucknow"", ""Central"", ""P"", ""SBox"", ""208"", ""Bob"", ""Street"", ""School""]"
f357d17d-39d1-4275-beb2-4d9d498c9a25,Northport E S1000 Waterloo Street School,"[""Northport"", ""E"", ""S"", ""1000"", ""Waterloo"", ""Street"", ""School""]"
e741e01b-0882-40b8-9fc6-208632f6a874,Osprey Central S408053 Grey Rd 4. School,"[""Osprey"", ""Central"", ""S"", ""408053"", ""Grey"", ""Rd"", ""4"", ""."", ""School""]"
95d1f404-85e8-4e59-bf36-b2fb0dba907e,Owen Sound District SS750 9th St W School,"[""Owen"", ""Sound"", ""District"", ""SS"", ""750"", ""9"", ""th"", ""St"", ""W"", ""School""]"
7df3494c-9a44-4f7a-80e9-964caa9f8e41,Ripley Huron Community School2 Queen St School,"[""Ripley"", ""Huron"", ""Community"", ""School"", ""2"", ""Queen"", ""St"", ""School""]"
6a86e736-4dcb-4fa1-9820-8ff2154c3237,Saugeen District SS780 Gustavus St School,"[""Saugeen"", ""District"", ""SS"", ""780"", ""Gustavus"", ""St"", ""School""]"
f95f5be0-8362-473b-8b2a-e2bd24d44612,Spruce Ridge Elementary239 Kincardine St. School,"[""Spruce"", ""Ridge"", ""Elementary"", ""239"", ""Kincardine"", ""St."", ""School""]"
f622aabe-1ec3-4c8b-8773-ccd220c68dd8,Alexandra Community School1556 8th avenue east School,"[""Alexandra"", ""Community"", ""School"", ""1556"", ""8"", ""th"", ""avenue"", ""east"", ""School""]"
1d513d93-77a9-4305-96b8-c97db07edf73,Amabel-Sauble Community SR.R. #1 555 Sauble Parkway School,"[""Amabel-Sauble"", ""Community"", ""SR.R."", ""#"", ""1"", ""555"", ""Sauble"", ""Parkway"", ""School""]"
064432e6-9406-4a04-b848-36a8f465bef2,Arran Tara E S106 Brook St West School,"[""Arran"", ""Tara"", ""E"", ""S"", ""106"", ""Brook"", ""St"", ""West"", ""School""]"
568cd665-020e-48eb-82ed-eb4c6f150640,Bluewater Maintenance Building317896 Hwy 6 & 10 Administrative offices and related facilities,"[""Bluewater"", ""Maintenance"", ""Building"", ""317896"", ""Hwy"", ""6"", ""&"", ""10"", ""Administrative"", ""offices"", ""and"", ""related"", ""facilities""]"
a062492f-6152-4805-a338-1767b8ef2d0f,Bruce Peninsula District School5 Moore Street School,"[""Bruce"", ""Peninsula"", ""District"", ""School"", ""5"", ""Moore"", ""Street"", ""School""]"
2b770988-571f-4397-9631-277eacd7d81d,Chesley District Community School231 4th Ave S.E. School,"[""Chesley"", ""District"", ""Community"", ""School"", ""231"", ""4"", ""th"", ""Ave"", ""S.E."", ""School""]"
d004b7f9-baad-470e-94c7-c566c2a86923,East Ridge Community School1550 8th street east School,"[""East"", ""Ridge"", ""Community"", ""School"", ""1550"", ""8"", ""th"", ""street"", ""east"", ""School""]"
6f6c1eaf-1481-4fd1-bbe5-6d82b56d9fab,Egremont Community S392141 Grey Rd. 109 School,"[""Egremont"", ""Community"", ""S"", ""392141"", ""Grey"", ""Rd."", ""109"", ""School""]"
b05e92e8-93da-415c-af07-b663f28529ed,Elgin Market P S305 Queen St Street North School,"[""Elgin"", ""Market"", ""P"", ""S"", ""305"", ""Queen"", ""St"", ""Street"", ""North"", ""School""]"
2b6e9d7d-77cf-4157-8c73-395d17f3e1ce,Hanover Heights524 13th Street School,"[""Hanover"", ""Heights"", ""524"", ""13"", ""th"", ""Street"", ""School""]"
05a4453a-45bd-423e-9095-c0f743fea53b,Hepworth Central SchoolBOX 100 43 QUEEN STREET EAST School,"[""Hepworth"", ""Central"", ""SchoolBOX"", ""100"", ""43"", ""QUEEN"", ""STREET"", ""EAST"", ""School""]"
9cf8276e-a4bc-435f-bc5a-23f676999a24,Hillcrest Elementary School501 8th St W School,"[""Hillcrest"", ""Elementary"", ""School"", ""501"", ""8"", ""th"", ""St"", ""W"", ""School""]"
12f09d3c-73e7-4b37-a91f-23852378b0f4,Institute for Outdoor Education & Environmental StudiesRR 3 Other,"[""Institute"", ""for"", ""Outdoor"", ""Education"", ""&"", ""Environmental"", ""StudiesRR"", ""3"", ""Other""]"
df0796f5-e52a-4fb5-8cb8-3312811876d8,John Diefenbaker Senior School Elementary & Secondary201 18TH Ave School,"[""John"", ""Diefenbaker"", ""Senior"", ""School"", ""Elementary"", ""&"", ""Secondary"", ""201"", ""18"", ""TH"", ""Ave"", ""School""]"
a08138d9-9032-43e1-b8d6-6424eed593c4,Keppel-Sarawak E SRR 2 School,"[""Keppel-Sarawak"", ""E"", ""SRR"", ""2"", ""School""]"
3acdac40-b411-4318-899a-c226fb02c048,Macphail Memorial Elementary School29 Campbell Street School,"[""Macphail"", ""Memorial"", ""Elementary"", ""School"", ""29"", ""Campbell"", ""Street"", ""School""]"
e870be8e-a85a-4638-9d79-2c968e6951ea,Mildmay-Carrick Central SBox 310 Vincent Street School,"[""Mildmay-Carrick"", ""Central"", ""SBox"", ""310"", ""Vincent"", ""Street"", ""School""]"
b024938d-23ae-4f36-93a1-7f8366c2065f,Normanby Community S574 Lousia St. School,"[""Normanby"", ""Community"", ""S"", ""574"", ""Lousia"", ""St."", ""School""]"
fe7c9f79-669f-40cd-a19f-0684f4d6e084,Paisley Central SchoolBox 280 182 Arnaud Street School,"[""Paisley"", ""Central"", ""SchoolBox"", ""280"", ""182"", ""Arnaud"", ""Street"", ""School""]"
0f41c162-945d-47b9-855e-2a68270dc27d,"Peninsula Shores District School542 WATSON ST, NEW HIGH SCHOOL School","[""Peninsula"", ""Shores"", ""District"", ""School"", ""542"", ""WATSON"", ""ST"", """", ""NEW"", ""HIGH"", ""SCHOOL"", ""School""]"
8828d745-d386-409b-9af1-c1abbe1d8dbe,Port Elgin-Saugeen Central S504 Catherine Street School,"[""Port"", ""Elgin-Saugeen"", ""Central"", ""S"", ""504"", ""Catherine"", ""Street"", ""School""]"
f3da9710-b703-467d-a7ab-454f22a97cae,St Edmunds P SBox 118 R.R. #1 East Bury Rd School,"[""St"", ""Edmunds"", ""P"", ""SBox"", ""118"", ""R.R."", ""#"", ""1"", ""East"", ""Bury"", ""Rd"", ""School""]"
a8e0da8c-2053-4f69-a16e-507219b00ad4,St Vincent-Euphrasia E S555 St Vincent St School,"[""St"", ""Vincent-Euphrasia"", ""E"", ""S"", ""555"", ""St"", ""Vincent"", ""St"", ""School""]"
696f5cd8-1875-4aad-b2bc-e6d81214713a,Sullivan Community S13285 Grey Road 40 School,"[""Sullivan"", ""Community"", ""S"", ""13285"", ""Grey"", ""Road"", ""40"", ""School""]"
0cdfd522-d5db-4d6b-9ce7-38590c50bc6a,Walkerton District Community School1320 Yonge St. South School,"[""Walkerton"", ""District"", ""Community"", ""School"", ""1320"", ""Yonge"", ""St."", ""South"", ""School""]"
6afe525d-6ed7-41fc-8d34-d025b84e0468,Assumption College School257 Shellard Lane School,"[""Assumption"", ""College"", ""School"", ""257"", ""Shellard"", ""Lane"", ""School""]"
561b206a-b27c-4a7e-84f5-60065932d15f,Blessed Sacrament185 King Street West School,"[""Blessed"", ""Sacrament"", ""185"", ""King"", ""Street"", ""West"", ""School""]"
117aefbc-7c84-4a02-91c6-5f30c721a0d5,Catholic Education Center322 Fairview Drive Administrative offices and related facilities,"[""Catholic"", ""Education"", ""Center"", ""322"", ""Fairview"", ""Drive"", ""Administrative"", ""offices"", ""and"", ""related"", ""facilities""]"
4776b26e-a56d-4a1c-a89c-3920ecbacb99,Holy Family20 Sunset Drive School,"[""Holy"", ""Family"", ""20"", ""Sunset"", ""Drive"", ""School""]"
e72875b3-12f8-47d4-a52f-91686c918b95,Holy Trinity Catholic High School128 Evergreen Hill Rd. School,"[""Holy"", ""Trinity"", ""Catholic"", ""High"", ""School"", ""128"", ""Evergreen"", ""Hill"", ""Rd."", ""School""]"
8db40b58-5ac6-45f9-a691-ff6e0c073b93,Information Technology Services Building344 Erie Ave Administrative offices and related facilities,"[""Information"", ""Technology"", ""Services"", ""Building"", ""344"", ""Erie"", ""Ave"", ""Administrative"", ""offices"", ""and"", ""related"", ""facilities""]"
a8841717-305d-4009-8721-ca5159eeb17c,Our Lady of Providence55 Kent Street School,"[""Our"", ""Lady"", ""of"", ""Providence"", ""55"", ""Kent"", ""Street"", ""School""]"
7c8c6efa-a53c-4f48-b38e-42fa72f4e08f,Resurrection17 Ravenwood Road School,"[""Resurrection"", ""17"", ""Ravenwood"", ""Road"", ""School""]"
230c3f8c-41b7-49b8-a6e6-24a6f441ad59,Sacred Heart (Langton)26 Albert Street School,"[""Sacred"", ""Heart"", """", ""Langton"", """", ""26"", ""Albert"", ""Street"", ""School""]"
4e3f7113-7bb9-4a11-9ecf-f72c041eae1f,St Cecilia3 Lynn Park Avenue School,"[""St"", ""Cecilia"", ""3"", ""Lynn"", ""Park"", ""Avenue"", ""School""]"
e96e6130-c685-429f-8ddf-2514d37bd875,St Frances Cabrini373 Northern Avenue School,"[""St"", ""Frances"", ""Cabrini"", ""373"", ""Northern"", ""Avenue"", ""School""]"
25000b37-5446-4255-b101-6d7138ce84ba,St Gabriel Catholic Elementary School14 Flanders Drive School,"[""St"", ""Gabriel"", ""Catholic"", ""Elementary"", ""School"", ""14"", ""Flanders"", ""Drive"", ""School""]"
3b1272ab-fc9f-4752-b684-55f096b57653,Christ the King165 Dufferin Avenue School,"[""Christ"", ""the"", ""King"", ""165"", ""Dufferin"", ""Avenue"", ""School""]"
758464e2-c489-4824-b8ab-4d2d0c15b97b,Facilities Department49 Dalkeith Drive Administrative offices and related facilities,"[""Facilities"", ""Department"", ""49"", ""Dalkeith"", ""Drive"", ""Administrative"", ""offices"", ""and"", ""related"", ""facilities""]"
97411231-1b6d-4181-a3b9-adba422a914a,Holy Cross358 Marlborough Steet School,"[""Holy"", ""Cross"", ""358"", ""Marlborough"", ""Steet"", ""School""]"
4cfd0253-c24a-470c-9283-a4c6707667f7,Jean Vanier120 Ninth Avenue School,"[""Jean"", ""Vanier"", ""120"", ""Ninth"", ""Avenue"", ""School""]"
5feb4d05-e44b-455a-8a8b-36daea6155f2,Notre Dame (Caledonia)35 Braemar Avenue School,"[""Notre"", ""Dame"", """", ""Caledonia"", """", ""35"", ""Braemar"", ""Avenue"", ""School""]"
d29df360-6269-4455-93ed-4cdd079c4135,Our Lady of Fatima120 Talbot Road School,"[""Our"", ""Lady"", ""of"", ""Fatima"", ""120"", ""Talbot"", ""Road"", ""School""]"
dda27d44-e343-48f8-bf55-1455f4db86e9,Sacred Heart School (Paris)180 Grandville Circle School,"[""Sacred"", ""Heart"", ""School"", """", ""Paris"", """", ""180"", ""Grandville"", ""Circle"", ""School""]"
0084616b-0cc4-4732-9096-0ae6214d9e2f,St Basil Catholic Elementary School365 Blackburn Drive School,"[""St"", ""Basil"", ""Catholic"", ""Elementary"", ""School"", ""365"", ""Blackburn"", ""Drive"", ""School""]"
f584fb87-3438-41b7-8c68-58e9b6af0e8e,St Bernard of Clairvaux250 Washington Street School,"[""St"", ""Bernard"", ""of"", ""Clairvaux"", ""250"", ""Washington"", ""Street"", ""School""]"
0d5e3476-d5c1-4e08-920a-4c823de32fc0,St John's College80 Paris Rd School,"[""St"", ""John"", ""'"", ""s"", ""College"", ""80"", ""Paris"", ""Rd"", ""School""]"
8ea9130b-dbfc-465e-b700-e99ff32b02bb,St Josephs34 Potts Road School,"[""St"", ""Josephs"", ""34"", ""Potts"", ""Road"", ""School""]"
fb162af2-b392-4446-ad41-899df0c2e65e,St Leo233 Memorial Drive School,"[""St"", ""Leo"", ""233"", ""Memorial"", ""Drive"", ""School""]"
e50b1007-f815-4f18-977c-42e1f16d337e,St Mary Learning Centre (Brantford)455 Colborne Street School,"[""St"", ""Mary"", ""Learning"", ""Centre"", """", ""Brantford"", """", ""455"", ""Colborne"", ""Street"", ""School""]"
bfa0085f-67c2-4ace-b4c3-dc7c6dd46b31,St Marys S (Hagerville)92 Main St S School,"[""St"", ""Marys"", ""S"", """", ""Hagerville"", """", ""92"", ""Main"", ""St"", ""S"", ""School""]"
e6f03124-e9fe-4141-a6e8-0bff730e89e6,St Michael's (Dunnville)209 Alder St W School,"[""St"", ""Michael"", ""'"", ""s"", """", ""Dunnville"", """", ""209"", ""Alder"", ""St"", ""W"", ""School""]"
6ca0484b-5bbd-4280-ac72-6c031890c91e,St Peter175 Glenwood Drive School,"[""St"", ""Peter"", ""175"", ""Glenwood"", ""Drive"", ""School""]"
b622163c-57fb-4029-a30d-50dc83fdd9a3,St Pius X127 Wood Street School,"[""St"", ""Pius"", ""X"", ""127"", ""Wood"", ""Street"", ""School""]"
ad0c9656-edaa-4901-a30a-ddfdcf2a0c45,St Stephen's17 Brant St W School,"[""St"", ""Stephen"", ""'"", ""s"", ""17"", ""Brant"", ""St"", ""W"", ""School""]"
8d0e4631-06aa-4639-8027-cff795c2166b,St Michael's (Walsh)972 St.John's Road West R.R #2 School,"[""St"", ""Michael"", ""'"", ""s"", """", ""Walsh"", """", ""972"", ""St.John"", ""'"", ""s"", ""Road"", ""West"", ""R.R"", ""#"", ""2"", ""School""]"
edac1f09-ed2b-41a2-93ba-b0ae3876b848,St Patrick's (Brantford)320 Fairview Drive School,"[""St"", ""Patrick"", ""'"", ""s"", """", ""Brantford"", """", ""320"", ""Fairview"", ""Drive"", ""School""]"
3e117de2-abf6-483d-b340-b3e8ad86912b,St Patrick's (Caledonia)81 Orkney St E School,"[""St"", ""Patrick"", ""'"", ""s"", """", ""Caledonia"", """", ""81"", ""Orkney"", ""St"", ""E"", ""School""]"
41833640-9809-4c08-bb9e-c5c338b83e95,St Theresa12 Dalewood Avenue School,"[""St"", ""Theresa"", ""12"", ""Dalewood"", ""Avenue"", ""School""]"
7029457b-7dcf-4093-8193-1a87b76782c1,Sacred Heart S18 Peter St N School,"[""Sacred"", ""Heart"", ""S"", ""18"", ""Peter"", ""St"", ""N"", ""School""]"
53cde761-5509-4952-b8bd-b5231dda72a7,St. Teresa of Calcutta Catholic School81 Cemetery Rd School,"[""St."", ""Teresa"", ""of"", ""Calcutta"", ""Catholic"", ""School"", ""81"", ""Cemetery"", ""Rd"", ""School""]"
bd93f151-d694-47d3-abaa-78da6aa619ea,Mary Immaculate Community S6 Ann St School,"[""Mary"", ""Immaculate"", ""Community"", ""S"", ""6"", ""Ann"", ""St"", ""School""]"
b2810e3b-aa76-4d39-b1fc-7bfc86e3de43,Catholic Education Centre & Warehouse799 16th Avenue Administrative offices and related facilities,"[""Catholic"", ""Education"", ""Centre"", ""&"", ""Warehouse"", ""799"", ""16"", ""th"", ""Avenue"", ""Administrative"", ""offices"", ""and"", ""related"", ""facilities""]"
5500a34e-0a3c-4fa0-a08f-60ab0120db1e,Holy Family Sep S334 10th Ave School,"[""Holy"", ""Family"", ""Sep"", ""S"", ""334"", ""10"", ""th"", ""Ave"", ""School""]"
3a6cbb9b-6df3-4b49-9575-1a7676ab0651,St Basil's ES925 9th Ave W School,"[""St"", ""Basil"", ""'"", ""s"", ""ES"", ""925"", ""9"", ""th"", ""Ave"", ""W"", ""School""]"
a1ce68a2-d67c-4fba-bff5-23832aef36e6,Sacred Heart HS450 Robinson St School,"[""Sacred"", ""Heart"", ""HS"", ""450"", ""Robinson"", ""St"", ""School""]"
ab245424-5e06-46e6-8c18-f539ed87aaf0,St Mary's HS555 15th St E School,"[""St"", ""Mary"", ""'"", ""s"", ""HS"", ""555"", ""15"", ""th"", ""St"", ""E"", ""School""]"
1ba6af17-696c-4d23-a2b3-517acd531c02,Notre Dame Catholic S885 25th St E School,"[""Notre"", ""Dame"", ""Catholic"", ""S"", ""885"", ""25"", ""th"", ""St"", ""E"", ""School""]"
03470097-6db9-4e1a-a7a2-200c2dd91d3d,St Peter's & St Paul's Sep S190 John St School,"[""St"", ""Peter"", ""'"", ""s"", ""&"", ""St"", ""Paul"", ""'"", ""s"", ""Sep"", ""S"", ""190"", ""John"", ""St"", ""School""]"
f56a074b-e8e8-4320-96d2-554437719edc,Sacred Heart Sep S49 Gordon St E School,"[""Sacred"", ""Heart"", ""Sep"", ""S"", ""49"", ""Gordon"", ""St"", ""E"", ""School""]"
04a4ed49-42be-4e5e-93e9-cbf695dcc2b9,St Joseph's S584 Stafford St School,"[""St"", ""Joseph"", ""'"", ""s"", ""S"", ""584"", ""Stafford"", ""St"", ""School""]"
5fdb3b41-dafc-4e8a-be8c-671dbf998710,Immaculate Conception Sep S201 Concession 12 School,"[""Immaculate"", ""Conception"", ""Sep"", ""S"", ""201"", ""Concession"", ""12"", ""School""]"
ca397ece-9f9a-4a43-8f33-252af75c6a1a,St Anthony's Sep S709 Russell St School,"[""St"", ""Anthony"", ""'"", ""s"", ""Sep"", ""S"", ""709"", ""Russell"", ""St"", ""School""]"
220fd45f-fd29-4825-b345-50cef0006e3c,Bishop Macdonell300 Adolphus St School,"[""Bishop"", ""Macdonell"", ""300"", ""Adolphus"", ""St"", ""School""]"
4ddbd3ac-778c-4c0b-874f-0677f14e15d9,Holy Trinity CHS & ES18044 Tyotown Rd. R.R. # 1 School,"[""Holy"", ""Trinity"", ""CHS"", ""&"", ""ES"", ""18044"", ""Tyotown"", ""Rd."", ""R.R."", ""#"", ""1"", ""School""]"
53bd4fe2-40e5-4c38-9392-8851c34351ed,Immaculate Conception Sold 2018600 McConnell Avenue School,"[""Immaculate"", ""Conception"", ""Sold"", ""2018600"", ""McConnell"", ""Avenue"", ""School""]"
99db0887-1d61-43e8-b07e-faf9a5ff6044,"Iona AcademyRR#2, 20019 King's Road School","[""Iona"", ""AcademyRR"", ""#"", ""2"", """", ""20019"", ""King"", ""'"", ""s"", ""Road"", ""School""]"
923ac4e0-1711-4641-81d1-f2d65b1809ba,"Our Lady of Good CounselBox 428, 52 Dickinson Drive School","[""Our"", ""Lady"", ""of"", ""Good"", ""CounselBox"", ""428"", """", ""52"", ""Dickinson"", ""Drive"", ""School""]"
da3be4c8-c1ec-4089-af26-d9d2398b72cf,Pope John Paul3818 Legault Road School,"[""Pope"", ""John"", ""Paul"", ""3818"", ""Legault"", ""Road"", ""School""]"
e460bac3-1325-419f-9e9c-59fd9f25e2b5,Sacred Heart (Cornwall) Sold May 20191424 Aubin Avenue School,"[""Sacred"", ""Heart"", """", ""Cornwall"", """", ""Sold"", ""May"", ""20191424"", ""Aubin"", ""Avenue"", ""School""]"
c3728c2f-1de8-4ada-9411-be98f031cd7a,St. Anne607 Surgenor St. School,"[""St."", ""Anne"", ""607"", ""Surgenor"", ""St."", ""School""]"
4c02ab33-704e-49e5-907e-e8be80becf62,St. Columban's West323 Augustus Street School,"[""St."", ""Columban"", ""'"", ""s"", ""West"", ""323"", ""Augustus"", ""Street"", ""School""]"
1c419a4e-29e4-492a-8551-1fba4f2175eb,"St. EdwardBox 309, 51 Bedford St. School","[""St."", ""EdwardBox"", ""309"", """", ""51"", ""Bedford"", ""St."", ""School""]"
b3b445a8-3e28-4b7d-872d-6da35506addf,St. Francis Xavier CHS1235 Russell Road School,"[""St."", ""Francis"", ""Xavier"", ""CHS"", ""1235"", ""Russell"", ""Road"", ""School""]"
cad6a91b-fca6-44d2-9c61-d8da09f617af,"St. George Sold 2016P.O. Box 310, 31 Bethune Street School","[""St."", ""George"", ""Sold"", ""2016"", ""P.O."", ""Box"", ""310"", """", ""31"", ""Bethune"", ""Street"", ""School""]"
34b2a599-18cb-46d6-ae16-faa6430062fe,St. Gregory176 Town Line W School,"[""St."", ""Gregory"", ""176"", ""Town"", ""Line"", ""W"", ""School""]"
6d86867e-1375-418b-b896-a6323fc0f4b5,St. John Elementary34 Wilson Street East School,"[""St."", ""John"", ""Elementary"", ""34"", ""Wilson"", ""Street"", ""East"", ""School""]"
418b3b60-c6d7-4fa3-80ba-076d9d261e98,St. Joseph (Gananoque)235 Georgiana St. School,"[""St."", ""Joseph"", """", ""Gananoque"", """", ""235"", ""Georgiana"", ""St."", ""School""]"
1785542a-49cb-4904-89e9-1a877c3c0d91,"St. Joseph (Toledo)80 County Road #1, Main St. School","[""St."", ""Joseph"", """", ""Toledo"", """", ""80"", ""County"", ""Road"", ""#"", ""1"", """", ""Main"", ""St."", ""School""]"
99c0a1a4-249b-43dc-8e19-974bdf8a0e33,St. Mary - St. Cecilia28 Shea Drive School,"[""St."", ""Mary"", ""-"", ""St."", ""Cecilia"", ""28"", ""Shea"", ""Drive"", ""School""]"
