Concat,UUID1,Score1,UUID2,Score2,UUID3,Score3
Holy Trinity2420 Sixth Line School,1b3df9b8-ae6d-44e9-a7f0-53d45dc51ccb,0,d6814318-ac0a-4fb5-8362-7f26a0bca415,14,4776b26e-a56d-4a1c-a89c-3920ecbacb99,15
Our Lady of Peace391 River Glen Blvd School,8835fd64-17d9-445a-8d74-73b416e82f6b,0,4a15f2bb-87b7-4f0e-9ff5-d8ddfabc84e2,15,87ae29db-e3b9-4af9-8c77-faa9b89e7bc0,17
Our Lady of Victory540 Commercial Street School,6e48aea8-373d-4894-9911-47ca0fe9f620,0,36438897-a5f7-4484-b632-78b04af464fb,15,a8841717-305d-4009-8721-ca5159eeb17c,20
Queen of Heaven311 Savoline Blvd School,28936374-f4cd-4375-bf80-1eaad27ff0ea,0,8b307149-5f15-430d-8095-7c5845035ba1,17,b4924f5a-3c21-4c7f-aee1-439c84ed0e0e,18
St. Anthony of Padua1240 Tupper Drive School,a1519606-7c67-4327-be0d-7a0727f33e07,0,fbcb59c4-f4cf-4475-8fc9-31a4f5702b48,19,9db420d1-6dfe-4019-8cf8-da9630e79c23,20
St. Benedict80 McLaughlin Ave. School,dda7348a-0c19-46af-9c1f-134e7b0a2d93,0,2c7ed2e7-f2c2-42b5-be30-75bc6e4cfdff,17,13b64adf-9b58-4a47-b9b0-34a6a802e02e,17
St. Bernadette1201 Heritage Way School,e8eaac11-292c-4cda-9dd9-191fc4c3235c,0,824eaeaa-0560-4f7a-85eb-4ddf26f43fcb,12,5ee9b991-f8bf-4d2d-9b1d-a686507f0eb9,13
St. Dominic2405 Rebecca Street School,17a795b6-3cfb-4d9a-b879-c3b278ce2f4b,0,1fd7c81c-5333-42e9-8817-0d9980ee7f18,14,8f01e5c9-7479-4f7c-a2b3-f04c57be8d0c,15
St. Elizabeth Seton5070 Dryden School,8c0df3d8-61f3-48d8-b91b-aad2fcbf5a92,0,7cd36216-de82-4c98-9f90-776bfdf29fda,16,8dcecc4c-c855-4fa7-a372-2fd7a4a4cf84,16
St. Francis of Assisi120 Sinclair Avenue School,6a6a12df-61db-4af9-9c39-15db007e788b,0,86671b82-8904-409e-a568-895a02325da0,14,e894f21b-3fae-4d39-8831-89c7187ddeb1,18
St. Ignatius of Loyola1550 Nottinghill Gate School,8a5c6212-b951-45b5-9683-97d649245cb8,0,2c70a330-4a3a-49ed-af2e-a3ba547fbbfb,17,b8442531-224c-4c25-ae3e-40589489855c,26
St. Joan of Arc2912 Westoak Trails School,9884d072-d4f2-4768-b41b-05829a186dec,0,2936a368-3643-46ef-882f-8a925da40d06,17,47693281-06cb-4682-9447-9e0b7bdbf30f,18
St. John Burlington653 Brant Street School,4d2a4e0b-dc81-49d1-b580-ebf1112e9922,0,0048928d-1148-48a5-b8e1-0ee01fabcb38,17,8f01e5c9-7479-4f7c-a2b3-f04c57be8d0c,19
St. Luke2750 Kingsway Drive School,3d28c656-7331-4504-af38-b87b78528ab7,0,c40a13bf-6641-4af7-8be8-70bed5c82cac,13,fb162af2-b392-4446-ad41-899df0c2e65e,14
St. Marguerite d'Youville1359 Bayshire Drive School,5573efdb-eb9e-4fd5-93f0-40941dea6ea7,0,29389f63-9d73-4f20-805b-0a42e1268132,13,3ac3efc0-43d7-43dc-8b12-45017ebc7f08,17
St. Mark2145 Upper Middle Road School,9e0a3c01-df84-4fac-9133-5108dc82cfd6,0,c297ae97-fb2c-41d0-aedd-244f7d48d156,15,ffda667f-29f1-49d6-9e80-498e7f0a4b05,17
St. Nicholas477 Warminster  Dr School,a1c575e6-584d-4e4e-ab89-473ff0d628c9,0,c0a04fb4-fa3b-46c6-892e-758ee66e50d5,16,587fa084-e186-4386-9cba-17eda3f7f785,16
St. Patrick200 Kenwood Avenue School,e7c4699f-2b9c-4f4e-b4cf-6a7d0d5b9ec7,0,41833640-9809-4c08-bb9e-c5c338b83e95,13,79976787-4f3f-4887-97ec-85aca59aa416,14
St. Paul530 Cumberland Avenue School,79976787-4f3f-4887-97ec-85aca59aa416,0,f4e36659-78fb-455f-b7cd-dbd5f99bde46,13,a74ab4f2-3333-42c7-9c1d-08652b99e0d2,14
Guardian Angels650 Bennett Blvd School,b599c64e-ea04-4592-b5de-d8960ae01a54,0,441f44c4-f767-4b2e-9b0d-3329e50f8994,13,f7c4c9be-669a-45cd-a5f2-d0637fa3940f,13
Holy Cross222 Maple Avenue School,f20eaf40-41e1-4776-80a8-53a75fb1bd39,0,1589ba37-dd7c-4059-8216-857001a4d41d,13,84660ba7-d997-4901-806f-a20eb1edf905,14
Holy Family1420 Grosvenor Street School,78b5ee7b-34d5-4516-a91f-8436a1bf8cd6,0,4776b26e-a56d-4a1c-a89c-3920ecbacb99,14,be73610b-579f-4943-a0ce-7767887d1fe2,14
Lumen Christi841 Savoline Boulevard School,b4924f5a-3c21-4c7f-aee1-439c84ed0e0e,0,28936374-f4cd-4375-bf80-1eaad27ff0ea,18,b95aaa5a-c319-4420-b1ca-a3dc79414157,19
Notre Dame2333 Headon Forest Drive School,8c354bdd-dd9d-449a-ad40-e80dbf1a993d,0,231fd5f2-1975-4fa6-a541-bc35b123c018,18,a3421b99-9770-46ec-aa8e-257530648f21,18
Our Lady of Fatima709 Bolingbroke Drive School,bd52b5f3-914c-4013-856b-6e23a23c97bd,0,d29df360-6269-4455-93ed-4cdd079c4135,16,ba9abc26-decf-4cc3-8806-e86ea38a6b1a,16
Sacred Heart of Jesus2222 Country Club Drive School,2f938edc-1bbc-4d37-9990-06058a02022b,0,7642e147-f141-442d-b11f-e3a9797a51f8,19,5a4ef708-5735-4e92-95aa-a7e346086ad4,24
St. Andrew145 Millbank Drive School,52e5346a-2344-49bf-b957-28014a7e62c3,0,393e1d2e-d42d-453c-8bc2-6f2619a0f12f,13,a1256d9d-0e19-4e6a-8ccf-748680bda338,13
St. Anne4675 Doug Wright Ave School,bf8dfd56-e944-43a4-bb12-867d856a9f9b,0,97b47ac8-4e71-40f7-a70d-6abcf9f54c0c,15,c3728c2f-1de8-4ada-9411-be98f031cd7a,16
St. Brigid73 Miller Drive School,393e1d2e-d42d-453c-8bc2-6f2619a0f12f,0,52e5346a-2344-49bf-b957-28014a7e62c3,13,a1256d9d-0e19-4e6a-8ccf-748680bda338,13
St. Catherine of Alexandria407 Barber Drive School,23e5da54-ec32-4cc6-92f2-4c3ea21eccb5,0,3642c90a-2249-4daf-9984-1a62ddd2cb3e,18,039f85f5-dce5-4baf-bd58-48e9f883c2fa,19
St. Christopher2400 Sutton Drive School,2bd36352-722b-458c-82ee-1b797392bc5d,0,783433c1-8a05-4f7c-945f-4095a759234b,16,a1256d9d-0e19-4e6a-8ccf-748680bda338,16
St. Francis Xavier1145 Bronte Street South School,6b598acf-1fe8-4b28-aa7a-68d2da796694,0,041fb3d2-b041-4a52-8041-73e4a0bcf6ac,18,42b7cdda-8b5d-4578-b463-890f7e852643,19
St. Gabriel2227 Parkway Drive School,49a50543-afc6-4bfb-ab17-e9a5bf15a344,0,8f6aadba-3322-49de-8828-90947176c9fc,12,e12f4f13-ee52-4335-bc0c-c6ef2c0cca90,12
St. Gregory the Great138 Sixteen Mile Drive School,7a7f7e88-ae8c-42c9-8c28-904c65b730dc,0,e4b91abc-7b95-41f7-8b83-42d42e5ebd60,19,0d2cfa18-d4db-4502-968b-807c9366fb6e,22
St. John Oakville1480  Mansfield Drive School,461de218-733a-4fe9-8cf9-98d383952249,0,b0b4a02a-9f9c-4b38-8a1a-0f7a2313f1b4,17,d43e7185-ee67-40a2-a6dd-44b01aee4b1c,20
St. John Paul II2130 Kingsridge Drive School,b0b4a02a-9f9c-4b38-8a1a-0f7a2313f1b4,0,36107013-4314-4ddb-9261-d926177cd5b7,16,461de218-733a-4fe9-8cf9-98d383952249,17
St. Joseph Acton147 Mill Street West School,91bd8a35-10d4-4e35-915b-ca257dc461c7,0,c604c772-638c-461e-a057-7a0a1adcc9a0,18,fbd10048-55b8-4633-aade-573eb6248f4c,19
St. Mary2175 Colonel William Parkway School,821398ea-038f-4c59-847e-dff222db8212,0,9e0a3c01-df84-4fac-9133-5108dc82cfd6,20,cc20fa5b-4d91-4ebd-a94e-6fe8e5a00b47,20
St. Matthew1050 Nottinghill Gate School,2c70a330-4a3a-49ed-af2e-a3ba547fbbfb,0,8a5c6212-b951-45b5-9683-97d649245cb8,17,b78e617f-7dcb-4c66-96cc-c165bcd3eb50,17
St. Michael165  Sewell Drive School,8c7435bb-f6c5-4b3c-903d-21df284c4f38,0,6ca0484b-5bbd-4280-ac72-6c031890c91e,14,6bc5877d-e24d-41d2-9e0a-72fc83ea6c65,14
St. Peter137 Dixon Drive School,a1256d9d-0e19-4e6a-8ccf-748680bda338,0,6ca0484b-5bbd-4280-ac72-6c031890c91e,10,0d2cfa18-d4db-4502-968b-807c9366fb6e,13
St. Raphael4056 New Street School,87f17b84-61de-495d-b096-5746e342d2ac,0,8f01e5c9-7479-4f7c-a2b3-f04c57be8d0c,13,eb6db4be-3d81-4b3f-8f17-d437174ce515,13
St. Scholastica170 Whitlock Avenue School,7c0ac81a-e549-4ea6-9d1b-3550c139bae7,0,324e2372-1323-4bb2-86f7-40a29e89a94c,16,f4e36659-78fb-455f-b7cd-dbd5f99bde46,16
St. Teresa of Calcutta1190  Westview Terrace Rd School,8cf2e659-4623-4a14-921d-8bcd270ee22d,0,a08f9667-e6db-4ab8-85c7-f5954818b37b,19,c2572b8a-2d16-4e3f-80f9-1c76bff89d48,21
St. Thomas Aquinas124 Dorval Drive School,d376d6fa-cc92-4c33-8307-fdd739842f57,0,d743aa0e-7eff-43ac-9383-c121e497e7e3,15,5686c46d-695a-4025-9ffe-ee3bc71a1a81,16
St. Timothy2141 Deer Run Avenue School,21db6c85-7c12-4816-ba23-da5d163b7871,0,2d631e99-8afb-45ab-90ac-fcc321e60544,15,324e2372-1323-4bb2-86f7-40a29e89a94c,16
St. Vincent1280 Braeside Drive School,d43e7185-ee67-40a2-a6dd-44b01aee4b1c,0,56281a68-c07d-4c4e-b7bb-3a4f87c6d0d2,13,783433c1-8a05-4f7c-945f-4095a759234b,16
St Patrick CES - demolished20  East Ave S School,deafc30f-8c46-4966-9239-543dd7da40d8,0,0b5c5e8b-5a97-4620-b46d-72f5fd7df8f9,24,b7ffb1f6-58dc-4638-ba09-12afb1a53aff,24
St Thomas More CSS1045 Upper Paradise Rd School,41e1cdfa-2c0f-4586-9bc1-0859c4d548fc,0,83511ace-e824-4551-b1cf-197dc9a0ca78,22,9e0a3c01-df84-4fac-9133-5108dc82cfd6,22
Elizabeth Bagshaw - Closed Sept 2021350 Albright Rd School,814e9fcd-3f7c-415e-9c9d-352841df59de,0,8cb7df6d-e2ce-482e-8aed-b970292fa8a9,24,59355fc4-aa72-495a-8752-dfb0093642d7,28
Glen Brae - Demolished Sept 202150 Secord Dr School,f863dded-ddb4-463d-8ec9-43ddd6316156,0,8cb7df6d-e2ce-482e-8aed-b970292fa8a9,20,59355fc4-aa72-495a-8752-dfb0093642d7,24
Green Acres - Closed Sept 202145 Randall Ave School,59355fc4-aa72-495a-8752-dfb0093642d7,0,8cb7df6d-e2ce-482e-8aed-b970292fa8a9,19,f863dded-ddb4-463d-8ec9-43ddd6316156,24
Greensville625  Harvest  Rd School,5007206c-841f-4fa3-831d-d6bd10f0e23c,0,5103afab-e7a4-4d3f-b2c0-d99aafa6eb98,15,fcbcc065-5cd6-4c42-8520-125dde3dd596,16
Delta - (Closed Sept 2019)(Sold March 2022)1284 Main St E School,23176f6a-944a-45df-aafa-15b09f06fc8a,0,280586cd-2dd5-45ef-825f-fafd0fd2e195,28,69e041e5-e76d-435e-9fd1-9e8d72afd9c6,36
Glen Echo - Closed Sept 2021140 Glen Echo Dr School,8cb7df6d-e2ce-482e-8aed-b970292fa8a9,0,59355fc4-aa72-495a-8752-dfb0093642d7,19,f863dded-ddb4-463d-8ec9-43ddd6316156,20
"Memorial (Stoney Creek) (Closed Dec 18, 2020) Demolished211 Memorial Ave School",fff760e2-3444-4221-9aaf-77aa9f2145d5,0,69e041e5-e76d-435e-9fd1-9e8d72afd9c6,44,712a047a-dd8f-4539-ad66-1daeeafa1b24,46
Nora Frances Henderson (formerly Barton SS) Closed Dec 202075 Palmer Rd School,b87a705e-8b8f-44e3-b3f5-5e853c7f42c7,0,0683b61d-b7e6-475c-8b98-199a4e4483d4,39,83049321-087c-4dc1-9af2-6bd7fbdbf337,41
R L Hyslop - Closed Sept 2021 (Sold Dec 2021)20 Lake Ave S School,280586cd-2dd5-45ef-825f-fafd0fd2e195,0,23176f6a-944a-45df-aafa-15b09f06fc8a,28,59355fc4-aa72-495a-8752-dfb0093642d7,34
Rockton (Sept 2020)670  HIGHWAY 8 Highway School,9ffe2d81-5403-4b1c-80ab-65a5b629d785,0,7a5e5cfe-14fc-4001-8b0c-321ae27d9553,27,e482ff99-af4b-4232-85fd-edf9f5b271d9,28
Nora Frances Henderson (New Sept 2020) 1770 Upper Sherman Avenue School,0683b61d-b7e6-475c-8b98-199a4e4483d4,0,c484e08b-b0ba-474a-81a1-db0ed51e9ac1,38,e96e6130-c685-429f-8ddf-2514d37bd875,39
"Red Hill Centre - (CLOSED) (Sold June 3, 2021)300 Albright Rd School",61a57fbb-1b33-4ea1-bb40-0e0e0dc576bd,0,814e9fcd-3f7c-415e-9c9d-352841df59de,34,280586cd-2dd5-45ef-825f-fafd0fd2e195,41
Sir Isaac Brock - Closed Sept 2021130 Greenford Dr School,73f69da7-552d-4106-9961-3aa82d4fde92,0,8cb7df6d-e2ce-482e-8aed-b970292fa8a9,21,f863dded-ddb4-463d-8ec9-43ddd6316156,25
South Meadow23 Royce Ave School,32bb4218-bf22-449e-9fb6-d7798978ef9c,0,2c7ed2e7-f2c2-42b5-be30-75bc6e4cfdff,15,3558bf3f-c400-4b9d-b72b-91b207e384d0,15
Spring Valley99 Dunham Dr School,a634b569-4c15-4b4d-a4a1-aff8284e2691,0,e41380ae-69de-4e2e-8591-485fdd581856,16,ae180be9-26b0-44f9-aacc-5696433f365d,16
Dryden High School79 Casimir Avenue School,95cb2dd8-8793-465c-8200-a2eec9032b6c,0,c9e17872-44d1-4da7-9334-af1e98dc96a9,14,6edcdba4-d6e5-4441-bacc-74d20cd03c5c,18
Dryden Regional Training and Cultural Centre100 Casimir Avenue Other,06050500-45d5-4791-946c-ee92bc80c4be,0,95cb2dd8-8793-465c-8200-a2eec9032b6c,41,5c712268-a57e-4c35-aff0-d89979588752,44
Ear Falls Public School40 Spruce Street School,6e35df58-22c4-471f-b520-ad831dd0ae68,0,b8d2624a-2309-4fb8-8982-3f59b0e98014,14,15ff962a-2774-4a52-b250-7a06bed45ab6,15
Beaver Brae1400 Ninth St. N School,03afa06c-f0b4-4f7a-9990-b3ba2097ee28,0,b48b606e-fea3-4d44-9530-d34e2ee06482,8,4cfd0253-c24a-470c-9283-a4c6707667f7,17
Beaver Brae Annex1405 Ninth St. N. School,b48b606e-fea3-4d44-9530-d34e2ee06482,0,03afa06c-f0b4-4f7a-9990-b3ba2097ee28,8,4cfd0253-c24a-470c-9283-a4c6707667f7,19
Crolancia School1 Trudell Dr School,f2a73fb8-5cf5-4a9e-90b1-85ae8b7b307a,0,d50a3de7-bdb7-4c16-810e-335e48053e35,17,d7ec0ae1-332e-4961-8e9f-3b520b2a2c07,18
Evergreen PS1 Brinkman Rd. School,b0d7c9cf-820d-461e-92ad-9ef89c1364f2,0,0fac960a-c49c-49ad-ab27-5918518d1289,16,5c595def-bfbd-4a8a-ad2a-abb3d7054986,16
Keewatin PS330 Mill St. School,28fb20a4-9108-463b-a24c-36d24e90fb76,0,9021f208-e632-4846-b643-d8686513468b,11,4fbb6921-91ab-4aa9-9ba1-d0fc1a3535a0,12
King George VI PS320 Sixth St. S. School,29e95d84-c3f2-4503-9048-090bd02b545d,0,e7856439-7133-4eb2-a4ec-86e80af2fae5,13,6a8171c9-fd6e-4dc1-8ebe-ea7adb40b986,14
Lillian Berg School1 School Lane. School,21e8dab3-3fc0-4f35-a06d-6589b0ca5308,0,59ada6f2-b7fd-4b6b-989f-1f6a9d4524c6,19,f2a73fb8-5cf5-4a9e-90b1-85ae8b7b307a,20
Red Lake District High SchoolHwy 105 School,f395a94d-466a-4558-b7c5-a3a53d232473,0,567a5664-e404-459b-9d57-90cdd55e09e0,19,a78d4f4f-1721-4c48-b5eb-2a1fdcd59c7e,21
Red Lake Madsen Public School201 Howey Street School,2b2e0f8f-275e-4b0f-9a98-b293cb27eab1,0,b8d2624a-2309-4fb8-8982-3f59b0e98014,19,38276549-ff00-4748-b52d-66ac4b751a35,19
Savant Lake SchoolHwy 599 School,6296c848-b4db-462c-9c98-3b7ceb680eae,0,fc46ca8d-c07b-4e92-a035-92c6bae5b45e,16,d7ec0ae1-332e-4961-8e9f-3b520b2a2c07,17
Upsala School5006 Hwy 17 School,d7ec0ae1-332e-4961-8e9f-3b520b2a2c07,0,fc46ca8d-c07b-4e92-a035-92c6bae5b45e,16,6296c848-b4db-462c-9c98-3b7ceb680eae,17
Valleyview School1529 Valley Dr. School,d50a3de7-bdb7-4c16-810e-335e48053e35,0,cfdd400a-dbc2-44cb-8354-64ff47c8112c,15,f2a73fb8-5cf5-4a9e-90b1-85ae8b7b307a,17
New Prospect School289 Wice Road School,e27dec8f-6940-489c-9036-a25c52b7afc1,0,10262c55-4b28-43fa-b822-8994878c3e4e,18,4485d3b7-7cd0-4e7f-9346-50155546faa9,19
Open Roads Public School20 Davis School,ab630adc-1dcd-4c46-bf13-8fbf5dea809d,0,842188bf-159b-4b0f-b3cf-3591d8941e91,17,6b386c23-689c-49f1-ba6a-923be6eec267,17
Queen Elizabeth DHS (closed Mar 19 2019)(Portables demolished spring 2020)15 Fair St. School,7962506e-dbc4-407a-9cd4-ec2da56ae6e0,0,0,0,0,0
Sioux Mountain89 First Ave. School,68207b56-f251-4d5c-91a2-47767b4b89cb,0,8534de2e-ed53-4bca-aa71-66d246732cfe,13,ac8bbd1c-40be-4313-b058-e16b903efea0,15
Sioux Narrows School5689 Hwy 71 School,57446ffd-8d37-4fe5-9817-0b0ca3b0e074,0,d7ec0ae1-332e-4961-8e9f-3b520b2a2c07,17,6296c848-b4db-462c-9c98-3b7ceb680eae,19
Sioux North HS (Open Mar 18 2019)86 Third Ave. North School,139a951f-f664-4de2-beaa-5b642a0c7f6a,0,5d4b9c05-8686-4c3a-b437-a8fce45586fc,33,923c9c8b-9c6a-44eb-83b6-ff11bc188232,34
Saint JP II School1290 Heenan Place School,d79d9250-4365-48af-bc46-681ebe0fea80,0,4f9538f0-54a1-4e2d-8777-9a97ada05cfc,21,c4d17966-e055-4281-8de9-e397dd7d8c15,22
Great Lakes Secondary School  (new Sep 2019) (formerly St. Clair Secondary)340  Murphy Rd School,b360108f-867d-4d59-bfaa-a6069831136d,0,0,0,0,0
Kingston Secondary School 145  Kirkpatrick  St School,c09c6123-9e0a-46d6-a9e9-a07f3d473c44,0,10614410-b220-40db-be68-edace0889154,22,a0aa5862-ba83-42b6-838c-2200f6a0feab,23
St. Rose of Lima Catholic School (formerly Jean Vanier)1019 Viscount Road School,6881cb0f-0079-4a41-9d51-5e336f6b0228,0,066e10e4-6790-4aa0-971c-8e1b2a117882,36,dafb3a14-0d15-4f48-a48a-de94ff6af488,39
W J Fricker Sr PS790 Norman Ave School,0b8b7fcf-5922-46c5-b9b6-425c1703db0b,0,8d9cd2be-f87d-47ff-a905-9fe4a5da3a76,16,546dbae0-cff8-4198-bc37-eb64a3e45da9,17
Widdifield Secondary School320 Ski Club Road School,0647f0a4-040b-4ced-b0a1-ce50ddd062ed,0,2b8d9a8e-8e78-450a-b79f-cf72590ee391,19,cf9980bb-a32e-4194-9873-984d29491a24,21
Albert St Admin. Centre440 Albert St Administrative offices and related facilities,73e842a7-72af-49e0-aec0-8451c8f40a00,0,97faa46f-7a28-4a0e-ac8f-a7d853d3683e,20,a66db8d7-c544-4ee7-90fc-932eebd7d5d7,22
St Dominic ES2300 Espirit Dr School,270181ba-5c4d-4e4a-92f7-6af012453083,0,6bc5877d-e24d-41d2-9e0a-72fc83ea6c65,16,bf31cba9-3a25-4f04-8f17-2fab0e240948,16
Queen of the Angels Adult School - Closed June 20201461  Heron Rd School,a30c332a-8ae1-45be-bae4-7f9c5d59a9f8,0,d2d8c87a-2dc6-4f52-a2ae-bfbf7476b76c,39,d0f8cefc-43ab-45ee-9806-64571a5dbf4d,40
